2014/09/09,103076,42,49,21,41,29,23,14
2014/09/05,103075,16,25,32,10,36,27,45
2014/09/02,103074,39,36,43,07,08,42,22
2014/08/29,103073,39,38,21,23,10,09,35
2014/08/26,103072,23,32,43,19,01,17,09
2014/08/22,103071,43,08,23,30,16,31,18
2014/08/19,103070,12,19,06,07,14,09,17
2014/08/15,103069,47,46,29,23,18,48,05
2014/08/12,103068,12,10,06,04,34,45,44
2014/08/08,103067,32,42,26,45,38,31,37
2014/08/05,103066,40,11,26,33,04,42,34
2014/08/01,103065,45,08,21,32,05,23,18
2014/07/29,103064,47,36,32,31,44,34,46
2014/07/25,103063,45,30,21,32,05,35,26
2014/07/22,103062,28.03,13,09,17,42,14
2014/07/18,103061,19,15,21,02,30,01,40
2014/07/15,103060,07,32,18,23,48,34,13
2014/07/11,103059,07,18,30,01,15,14,33
2014/07/08,103058,33,10,39,22,47,25,38
2014/07/04,103057,48,14,24,17,27,03,28
2014/07/01,103056,09,21,48,08,07,06,18
2014/06/27,103055,35,34,36,27,13,21,24
2014/06/24,103054,14,40,08,01,12,41,15
2014/06/20,103053,14,36,12,16,33,47,48
2014/06/17,103052,03,06,20,48,18,25,12
2014/06/13,103051,28,32,37,42,04,21,16
2014/06/10,103050,03,32,11,35,33,28,30
2014/06/06,103049,41,29,47,49,25,40,48
2014/06/03,103048,31,32,16,44,35,33,46
2014/05/30,103047,21,09,17,35,24,30,15
2014/05/27,103046,26,19,23,10,39,32,16
2014/05/23,103045,30,11,22,46,17,27,15
2014/05/20,103044,34,33,30,13,35,06,38
2014/05/16,103043,45,41,31,42,14,38,29
2014/05/13,103042,32,20,31,44,29,15,23
2014/05/09,103041,13,01,27,21,37,11,03
2014/05/06,103040,10,46,39,35,40,25,31
2014/05/02,103039,01,25,37,23,07,40,12
2014/04/29,103038,02,46,09,44,30,27,22
2014/04/25,103037,46,24,34,04,38,35,30
2014/04/22,103036,18,37,20,11,12,15,42
2014/04/18,103035,08,48,15,40,09,44,24
2014/04/15,103034,26,44,24,08,35,05,41
2014/04/11,103033,01,03,17,09,12,04,15
2014/04/08,103032,28,27,17,01,45,14,11
2014/04/04,103031,08,24,35,37,41,47,23
2014/04/01,103030,46,18,29,30,47,22,06
2014/03/28,103029,09,18,23,36,47,35,41
2014/03/25,103028,19,25,47,42,30,23,16
2014/03/21,103027,47,26,46,08,31,18,20
2014/03/18,103026,26,40,35,39,12,28,16
2014/03/14,103025,47,08,40,41,27,02,28
2014/03/11,103024,40,20,15,16,13,43,14
2014/03/07,103023,38,26,06,37,18,30,16
2014/03/04,103022,43,08,40,35,37,26,06
2014/02/28,103021,17,24,13,18,32,28,37
2014/02/25,103020,13,09,05,03,46,12,04
2014/02/21,103019,11,12,23,40,28,48,09
2014/02/18,103018,47,19,06,26,32,20,35
2014/02/14,103017,24,10,48,33,20,19,01
2014/02/11,103016,15,31,21,06,44,22,41
2014/02/07,103015,22,05,28,11,21,12,25
2014/02/04,103014,19,46,32,12,42,08,28
2014/02/03,103013,02,16,27,30,17,01,48
2014/02/02,103012,14,45,03,24,19,13,05
2014/02/01,103011,36,37,13,19,09,06,27
2014/01/31,103010,38,17,23,49,48,27,19
2014/01/30,103009,09,22,49,48,45,44,08
2014/01/28,103008,02,30,07,26,05,01,24
2014/01/24,103007,04,20,29,41,45,01,36
2014/01/21,103006,22,43,12,44,38,15,09
2014/01/17,103005,20,29,13,15,26,36,37
2014/01/14,103004,11,49,02,45,41.21,26
2014/01/10,103003,07,19,17,30,37,32,03
2014/01/07,103002,01,07,25,36,21,35,39
2014/01/03,103001,11,35,21,18,37,20,08
2013/12/31,102108,27,36,42,40,29,05,35
2013/12/27,102107,16,31,43,39,02,12,18
2013/12/24,102106,21,09,33,36,24,43,03
2013/12/20,102105,25,08,17,09,14,45,27
2013/12/17,102104,28,14,01,09,04,22,20
2013/12/13,102103,16,41,10,48,26,28,42
2013/12/10,102102,06,34,49,11,27,42,21
2013/12/06,102101,08,06,04,10,36,15,13
2013/12/03,102100,44,10,08,38,17,49,40
2013/11/29,102099,02,19,30,31,08,13,20
2013/11/26,102098,15,20,10,11,21,01,26
2013/11/22,102097,09,08,40,47,11,24,33
2013/11/19,102096,33,35,16,46,36,15,21
2013/11/15,102095,43,31,02,18,36,04,08
2013/11/12,102094,22,12,29,23,46,03,33
2013/11/08,102093,30,28,01,39,03,33,34
2013/11/05,102092,27,46,37,12,03,29,17
2013/11/01,102091,31,06,16,36,26,46,09
2013/10/29,102090,21,42,04,39,30,01,44
2013/10/25,102089,35,11,36,08,03,10,39
2013/10/22,102088,08,39,32,23,07,16,22
2013/10/18,102087,09,17,39,43,11,40,46
2013/10/15,102086,20,13,22,16,28,08,49
2013/10/11,102085,32,37,02,46,49,10,28
2013/10/08,102084,04,06,26,31,07,11,38
2013/10/04,102083,12,25,28,18,07,48,46
2013/10/01,102082,46,01,17,23,14,04,41
2013/09/27,102081,01,18,38,46,12,19,02
2013/09/24,102080,15,23,07,35,09,34,41
2013/09/20,102079,47,12,06,39,28,19,36
2013/09/17,102078,46,40,08,01,17,19,15
2013/09/13,102077,16,28,26,27,45,12,06
2013/09/10,102076,42,14,34,01,10,47,09
2013/09/06,102075,14,07,48,33,06,36,18
2013/09/03,102074,39,29,48,22,13,11,45
2013/08/30,102073,21,36,02,46,27,24,05
2013/08/27,102072,11,08,15,05,36,14,46
2013/08/23,102071,12,11,05,14,31,35,26
2013/08/20,102070,49,31,16,28,07,05,34
2013/08/16,102069,24,40,29,17,27,04,09
2013/08/13,102068,14,48,37,34,16,12,07
2013/08/09,102067,12,13,04,03,24,30,09
2013/08/06,102066,27,17,48,32,04,01,06
2013/08/02,102065,43,07,44,45,46,27,35
2013/07/30,102064,43,06,22,15,45,16,48
2013/07/26,102063,34,17,08,39,21,45,44
2013/07/23,102062,17,35,24,27,49,04,39
2013/07/19,102061,05,03,15,09,49,30,48
2013/07/16,102060,13,31,16,29,10,37,32
2013/07/12,102059,48,47,29,34,24,15,31
2013/07/09,102058,43,41,29,28,19,24,37
2013/07/05,102057,45,40,28,39,11,14,42
2013/07/02,102056,05,44,01,21,18,40,22
2013/06/28,102055,26,31,49,22,44,42,29
2013/06/25,102054,34,18,26,28,38,07,05
2013/06/21,102053,41,35,39,29,10,44,07
2013/06/18,102052.41,36,11,04,43,25,27
2013/06/14,102051,35,47,22,04,16,32,43
2013/06/11,102050,46,34,49,20,16,42,04
2013/06/07,102049,39,14,29,33,03,48,22
2013/06/04,102048,14,46,43,19,34,47,42
2013/05/31,102047,44,03,33,39,06,10,37
2013/05/28,102046,17,43,16,30,07.10,23
2013/05/24,102045,28,10,41,27,31,37,34
2013/05/21,102044,39,35,42,49,29,24,48
2013/05/17,102043,24,22,16,23,10,05,31
2013/05/14,102042,01,30,27,39,07,06,21
2013/05/10,102041,43,39,25,02,32,17,34
2013/05/07,102040,35,14,11,25,33,09,02
2013/05/03,102039,45,32,04,22,01,08,02
2013/04/30,102038,32,46,37,30,47,10,16
2013/04/26,102037,17,40,19,30,15,47,25
2013/04/23,102036,45.36,29,12,15,31,40
2013/04/19,102035,48,37,42,36,40,03,17
2013/04/16,102034,18,45,06,48,40,43,24
2013/04/12,102033,32,22,01,29,03,18,21
2013/04/09,102032,45,35,48,07,47,16,39
2013/04/05,102031,21,17,04,35,07,13,33
2013/04/02,102030,11,20,35,26,23,15,31
2013/03/29,102029,03,46,02,08,24,15,36
2013/03/26,102028,39,28,01,42,20,09,47
2013/03/22,102027,30,23,24,05,13,07,01
2013/03/19,102026,40,25,01,12,37,39,18
2013/03/15,102025,23,05,37,13,43,44,26
2013/03/12,102024,20,47,49,46,35,16,31
2013/03/08,102023,16,12,29,45,44,13,30
2013/03/05,102022,36,05,38,24,35,30,11
2013/03/01,102021,36,34,01,26,37,35,07
2013/02/26,102020,30,36,39,21,08,15,17
2013/02/22,102019,28,09,07,35,17,25,36
2013/02/19,102018,40,28,24,07,23,32,08
2013/02/15,102017,08,30,34,17,02,40,26
2013/02/12,102016,27,38,13,03,19,24,40
2013/02/11,102015,16,46,40,45,48,06,31
2013/02/10,102014,12,10,21,35,09,31,19
2013/02/09,102013,22,11,05,17,30,34,10
2013/02/08,102012,22,26,47,38,04,11,13
2013/02/05,102011,25,19,38,08,15,30,06
2013/02/01,102010,46,39,28,01,26,37,03
2013/01/29,102009,03,31,43,07,34,32,41
2013/01/25,102008,18,02,48,11,49,04,38
2013/01/22,102007,31,14,47,02,23,25,48
2013/01/18,102006,33,46,30,27,22,37,24
2013/01/15,102005,32,08,34,02,44,46,14
2013/01/11,102004,48,44,33,10,01,24,37
2013/01/08,102003,19,14,33,06,05,27,31
2013/01/04,102002,35,07,24,01,31,47,21
2013/01/01,102001,04,03,32,33,22,49,21
2012/12/28,101104,28,37,18,14,42,05,19
2012/12/25,101103,41,18,25,32,47,12,07
2012/12/21,101102,13,25,31,48,22,17,26
2012/12/18,101101,07,15,10,44,19,05,49
2012/12/14,101100,08,49,28,11,17,21,37
2012/12/11,101099,44,05,12,38,22,14,25
2012/12/07,101098,23,08,28,11,19,13,49
2012/12/04,101097,43,29,23,02,41,30,16
2012/11/30,101096,37,31,18,26,43,05,08
2012/11/27,101095,31,13,09,18,19,05,32
2012/11/23,101094,04,03,46,18,14,02,25
2012/11/20,101093,23,24,27,06,34,20,16
2012/11/16,101092,42,33,32,18,17,41,12
2012/11/13,101091,02,11,22,31,25,14,26
2012/11/09,101090,37,31,45,38,09,25,21
2012/11/06,101089,08,47,13,42,48,41,29
2012/11/02,101088,24,38,36,04,37,18,31
2012/10/30,101087,20,25,14,36,46,10,02
2012/10/26,101086,20,41,32,17,28,01,13
2012/10/23,101085,46,25,20,02,19,07,43
2012/10/19,101084,39,45,25,13,49,27,11
2012/10/16,101083,35,03,28,45,02,44,36
2012/10/12,101082,11,48,43,05,30,12,15
2012/10/09,101081,30,08,41,18,31,15,45
2012/10/05,101080,18,09,44,17,33,47,08
2012/10/02,101079,07,01,28,03,09,40,45
2012/09/28,101078,42,22,06,47,41,04,18
2012/09/25,101077,35,19,49,18,45,34,16
2012/09/21,101076,29,37,42,36,22,30,09
2012/09/18,101075,48,39,12,13,18,44,35
2012/09/14,101074,32,33,20,37,38,31,39
2012/09/11,101073,21,03,31,30,48,04,15
2012/09/07,101072,19,44,07,17,24,30,31
2012/09/04,101071,32,48,36,40,10,21,09
2012/08/31,101070,28,36,45,34,31,18,42
2012/08/28,101069,06,30,38,03,41,01,46
2012/08/24,101068,35,43,07,42,34,47,29
2012/08/21,101067,29,40,46,44,47,06,33
2012/08/17,101066,43,38,39,48,47,07,29
2012/08/14,101065,19,27,02,38,31,49,32
2012/08/10,101064,01,24,26,14,03,45,38
2012/08/07,101063,12,29,28,43,47,23,26
2012/08/03,101062,14,44,27,13,18,29,21
2012/07/31,101061,24,33,44,28,01,43,31
2012/07/27,101060,22,05,27,07,34,09,45
2012/07/24,101059,24,11,39,05,21,37,13
2012/07/20,101058,41,11,44,34,22,14,27
2012/07/17,101057,25,30,37,19,17,22,31
2012/07/13,101056,46,15,28,08,35,41,11
2012/07/10,101055,16,41,03,26,31,28,45
2012/07/06,101054,18,31,04,11,27,19,24
2012/07/03,101053,49,41,34,11,18,21,47
2012/06/29,101052,09,30,36,11,39,45,26
2012/06/26,101051,01,07,16,41,06,12,49
2012/06/22,101050,28,36,24,06,44,38,08
2012/06/19,101049,26,05,19,01,46,17,47
2012/06/15,101048,47,23,15,09,38,49,36
2012/06/12,101047,29,21,40,35,03,33,45
2012/06/08,101046,49,46,45,24,09,01,12
2012/06/05,101045,11,49,16,40,13,35,39
2012/06/01,101044,04,44,39,34,18,31,49
2012/05/29,101043,49,46,38,05,22,43,13
2012/05/25,101042,01,22,33,40,26,17,11
2012/05/22,101041,13,01,28,18,08,49,06
2012/05/18,101040,13,31,23,46,25,39,41
2012/05/15,101039,44,35,30,49,47,01,46
2012/05/11,101038,37,30,33,22,10,29,27
2012/05/08,101037,06,29,23,30,25,24,47
2012/05/04,101036,17,31,23,39,04,11,14
2012/05/01,101035,07,43,21,22,05,31,04
2012/04/27,101034,35,40,45,22,13,24,37
2012/04/24,101033,39,47,09,21,19,14,11
2012/04/20,101032,48,25,44,03,02,45,31
2012/04/17,101031,23,26,43,31,19,25,10
2012/04/13,101030,20,09,35,04,01,25,43
2012/04/10,101029,33,06,31,42,27,19,13
2012/04/06,101028,36,04,37,05,40,14,25
2012/04/03,101027,44,23,47,08,39,22,36
2012/03/30,101026,21,38,28,01,20,36,30
2012/03/27,101025,27,29,28,16,23,18,19
2012/03/23,101024,36,31,43,37,44,22,11
2012/03/20,101023,13,07,05,26,46,04,24
2012/03/16,101022,27,26,43,28,30,31,08
2012/03/13,101021,06,47,24,48,49,46,40
2012/03/09,101020,45,21,48,41,44,10,32
2012/03/06,101019,25,20,02,05,17,48,14
2012/03/02,101018,15,06,45,31,02,21,24
2012/02/28,101017,30,47,36,43,02,32,49
2012/02/24,101016,17,43,02,15,06,13,04
2012/02/21,101015,42,32,39,46,21,02,19
2012/02/17,101014,15,30,26,38,44,14,19
2012/02/14,101013,21,45,02,11,33,19,40
2012/02/10,101012,43,16,41,29,19,05,37
2012/02/07,101011,33,41,27,07,22,39,13
2012/02/03,101010,08,34,32,05,20,35,17
2012/01/31,101009,11,19,15,33,14,01,42
2012/01/27,101008,40,20,34,21,22,03,44
2012/01/24,101007,29,21,44,08,38,45,20
2012/01/20,101006,22,44,30,39,10,12,09
2012/01/17,101005,22,04,42,46,10,35,32
2012/01/13,101004,48,36,46,22,42,43,21
2012/01/10,101003,03,21,47,27,23,45,40
2012/01/06,101002,14,41,23,10,35,46,19
2012/01/03,101001,34,09,26,19,38,40,37
2011/12/30,100104,15,28,37,13,12,30,03
2011/12/27,100103,01,08,30,23,32,24,14
2011/12/23,100102,40,17,27,31,06,48,28
2011/12/20,100101,26,07,34,09,05,27,08
2011/12/16,100100,41,31,10,36,44,35,34
2011/12/13,100099,48,23,36,02,30,44,24
2011/12/09,100098,37,38,40,45,39,10,18
2011/12/06,100097,38,14,18,03,13,22,06
2011/12/02,100096,23,39,45,31,37,27,06
2011/11/29,100095,07,01,35,36,11,14,10
2011/11/25,100094,10,43,30,08,36,27,48
2011/11/22,100093,40,37,46,41,21,16,27
2011/11/18,100092,12,11,16,10,45,15,19
2011/11/15,100091,46,21,42,35,12,19,40
2011/11/11,100090,36,29,20,19,04,32,30
2011/11/08,100089,02,40,39,11,35,22,36
2011/11/04,100088,21,14,08,07,02,38,11
2011/11/01,100087,21,04,07,29,13,14,22
2011/10/28,100086,24,05,33,36,27,15,01
2011/10/25,100085,02,05,33,28,44,24,04
2011/10/21,100084,20,35,33,43,41,34,04
2011/10/18,100083,46,19,44,32,08,04,21
2011/10/14,100082,07,26,23,39,08,21,28
2011/10/11,100081,06,34,18,43,02,33,28
2011/10/07,100080,01,30,16,06,13,33,03
2011/10/04,100079,08,49,29,26,15,02,03
2011/09/30,100078,10,44,11,34,48,24,31
2011/09/27,100077,09,42,23,03,26,31,41
2011/09/23,100076,27,23,16,14,44,28,40
2011/09/20,100075,28,25,27,34,02,37,42
2011/09/16,100074,48,28,23,36,30,15,45
2011/09/13,100073,11,48,02,41,08,38,18
2011/09/09,100072,12,08,15,36,01,47,10
2011/09/06,100071,41,29,38,23,09,02,08
2011/09/02,100070,30,05,35,22,24,02,42
2011/08/30,100069,48,26,36,37,10,12,34
